No,Atom,n,n+1,n-1,fk+,fk-,fk0
1,C,0.071904,0.551497,-0.515984,0.47959300000000005,0.587888,0.5337405
2,N,-0.263206,0.109261,-0.526712,0.372467,0.26350599999999996,0.31798649999999995
3,H,0.191301,0.339243,0.042696,0.14794200000000002,0.148605,0.1482735
